N,P,K,temperature,humidity,ph,rainfall,moisture,Organic_Carbon,Electrical_Conductivity,Soil_Type,Recommended_Fertilizer
89,12,100,37.85,39.9,6.67,2563.4,36.14,1.34,0.17,Silt,DAP
73,70,88,23.01,87.57,6.49,2237.85,45.78,0.73,1.72,Loamy,MOP
22,59,53,20.93,39.28,5.04,2582.33,15.51,0.74,1.21,Clay,Urea
52,57,40,17.18,50.18,6.48,615.37,23.45,0.89,1.85,Sandy,Urea
26,82,18,36.77,88.73,5.18,2212.9,57.93,0.22,1.14,Sandy,Urea
124,56,59,38.72,42.71,5.0,1513.41,23.31,0.85,2.18,Silt,Compost
20,23,90,19.71,67.87,8.23,1104.87,24.83,0.58,0.16,Loamy,Urea
100,28,92,28.5,88.65,6.92,1196.14,19.88,1.41,1.28,Silt,DAP
58,71,41,38.75,71.34,7.14,485.44,16.45,0.31,2.51,Loamy,Urea
143,15,83,24.98,69.77,6.11,2151.47,21.66,0.8,0.83,Sandy,DAP
30,16,49,24.06,67.29,8.14,1969.31,42.12,1.43,0.25,Clay,Urea
120,22,61,25.83,63.33,7.05,627.34,32.77,1.37,1.54,Loamy,DAP
64,55,78,11.0,86.95,7.58,1723.82,37.69,1.11,2.93,Sandy,SSP
150,42,86,19.0,62.63,5.97,563.08,16.12,0.97,0.29,Silt,Compost
79,50,36,30.97,69.8,8.34,1077.37,50.11,0.56,0.3,Loamy,MOP
111,82,11,39.0,74.33,7.78,323.54,49.2,0.68,1.83,Clay,MOP
77,88,10,27.06,61.66,7.92,1939.0,11.08,0.32,0.83,Silt,MOP
130,78,17,15.71,83.26,5.19,234.82,29.18,1.22,1.29,Silt,MOP
53,38,19,22.8,31.37,5.58,930.06,13.44,0.62,2.51,Sandy,Urea
80,16,101,24.7,53.72,5.64,946.75,49.61,1.07,0.68,Loamy,DAP
140,63,78,14.57,67.0,5.58,2295.4,46.86,0.66,2.19,Silt,DAP
129,20,75,19.88,31.14,7.92,1461.76,55.1,0.8,1.56,Clay,DAP
144,51,50,23.35,86.21,4.63,1805.0,21.82,0.92,2.72,Loamy,Compost
34,14,57,17.86,79.58,4.8,897.46,32.81,1.24,2.92,Clay,Urea
23,56,90,20.62,43.14,5.6,1733.36,19.22,0.47,1.51,Silt,Urea
42,11,57,18.29,49.91,5.3,617.77,28.56,0.72,1.8,Clay,Urea
99,52,42,28.38,70.63,5.43,2978.61,36.11,0.37,2.26,Sandy,Compost
35,13,98,27.36,50.46,7.69,1647.53,12.67,0.3,1.02,Clay,Urea
107,72,78,26.55,81.41,6.75,2662.26,45.74,0.99,0.76,Loamy,MOP
72,68,101,12.9,44.91,4.52,495.94,37.16,0.45,2.9,Clay,Compost
29,39,60,15.51,79.1,6.22,1853.18,51.45,0.28,1.35,Clay,Urea
72,11,73,13.32,57.88,6.13,2078.94,23.59,1.37,0.1,Sandy,DAP
35,83,91,11.9,57.2,4.96,2409.07,55.17,0.89,2.53,Clay,Urea
147,52,32,17.4,40.11,7.2,1560.57,59.93,0.38,1.84,Clay,MOP
134,27,61,15.84,89.0,7.31,301.03,55.96,0.27,0.59,Silt,DAP
76,33,108,31.75,50.69,7.38,931.33,48.89,0.36,0.19,Silt,DAP
42,46,91,30.88,42.28,7.41,985.71,50.62,0.81,0.95,Loamy,Urea
59,39,84,16.04,31.95,4.5,1091.62,38.69,1.07,2.79,Silt,Urea
99,78,52,14.97,59.61,8.32,458.17,19.51,1.03,2.81,Silt,Zinc Sulphate
37,68,116,14.35,31.94,7.76,201.77,43.85,0.39,1.0,Silt,Urea
123,32,83,19.6,57.32,8.12,1655.13,45.64,1.02,2.52,Silt,DAP
20,39,19,18.83,84.16,4.56,2262.99,59.27,0.73,1.38,Sandy,Urea
100,77,109,10.86,59.88,8.24,844.29,37.07,0.8,2.0,Silt,Zinc Sulphate
111,50,82,27.04,32.6,7.74,2142.65,23.57,1.24,1.07,Sandy,NPK
136,60,115,36.94,45.86,7.85,2247.14,44.18,0.63,1.6,Sandy,Zinc Sulphate
84,76,86,26.17,32.92,4.87,1351.47,58.97,0.39,0.95,Silt,Compost
37,24,96,11.91,82.92,7.46,1670.13,18.86,1.34,0.28,Clay,Urea
109,65,10,27.99,44.41,8.34,1079.19,26.3,0.48,0.5,Sandy,MOP
33,74,25,24.55,33.9,7.21,1250.63,37.09,0.58,0.94,Clay,Urea
38,83,28,37.21,87.87,6.78,1849.5,18.51,1.12,2.93,Clay,Urea
101,64,85,20.9,59.23,8.28,1213.37,11.11,1.09,2.9,Silt,Zinc Sulphate
128,85,14,32.56,54.34,6.27,1603.05,26.85,1.24,2.5,Loamy,MOP
26,74,64,11.15,85.62,6.9,2282.54,53.27,0.44,0.77,Silt,Urea
83,11,71,31.64,61.85,6.41,2900.89,12.17,0.66,1.38,Loamy,DAP
21,20,14,11.25,46.89,8.23,2694.96,31.45,0.36,1.38,Loamy,Urea
26,85,16,20.34,77.52,4.8,2760.6,48.11,0.9,1.22,Silt,Urea
47,51,117,38.44,46.31,6.5,2751.41,57.66,0.58,0.23,Silt,Urea
111,12,87,31.1,56.57,7.25,876.29,59.27,1.1,1.65,Loamy,DAP
100,50,42,37.75,78.19,7.67,2849.95,31.1,0.2,0.31,Silt,SSP
49,58,15,24.88,85.89,6.83,822.62,57.52,0.28,2.43,Loamy,Urea
104,46,91,28.19,66.35,8.14,2619.8,11.77,0.76,2.1,Clay,Zinc Sulphate
55,16,15,25.53,60.29,8.27,1827.04,47.3,1.45,1.12,Silt,Urea
135,47,60,24.37,34.57,4.76,2548.34,42.14,1.36,1.98,Clay,Compost
41,67,103,27.35,67.02,6.11,2950.23,22.48,1.49,0.78,Sandy,Urea
98,14,21,11.17,49.6,4.59,2651.97,35.37,0.74,0.87,Clay,DAP
97,70,108,15.57,60.87,5.82,2486.21,16.48,0.26,1.01,Clay,Urea
145,86,84,16.44,74.68,6.65,778.21,53.58,0.6,2.41,Loamy,DAP
29,48,13,21.49,68.41,8.14,2607.74,27.89,1.08,0.71,Clay,Urea
41,37,86,23.04,35.82,7.89,664.12,41.3,0.38,1.73,Silt,Urea
71,66,10,32.19,53.83,5.01,1635.61,17.94,0.59,0.68,Loamy,MOP
67,11,61,14.97,41.97,4.87,1606.57,20.31,0.27,0.93,Sandy,DAP
88,79,111,27.1,39.07,6.86,1652.48,59.6,0.82,0.78,Silt,NPK
20,88,62,18.17,43.22,6.63,2224.81,47.65,0.47,1.97,Sandy,Urea
116,37,102,25.47,85.24,5.57,1308.89,58.1,0.32,1.63,Clay,DAP
90,46,23,28.8,72.75,8.1,1478.61,24.79,0.73,2.19,Silt,MOP
100,64,30,27.47,84.49,8.21,2045.26,18.23,0.66,0.74,Silt,MOP
68,10,114,16.46,60.39,6.11,2110.64,35.15,0.9,0.13,Sandy,DAP
114,12,40,31.28,30.07,8.06,1425.09,34.73,1.17,2.07,Silt,DAP
137,80,50,29.61,32.07,6.04,346.0,18.75,0.35,0.43,Silt,Compost
117,23,66,37.96,38.68,7.45,925.44,46.66,1.23,0.81,Silt,DAP
93,57,16,29.02,76.84,6.4,2843.24,28.09,0.23,0.99,Clay,MOP
56,46,70,31.61,42.1,4.99,2796.75,19.32,0.78,2.27,Sandy,Urea
93,12,24,34.33,36.1,8.21,2019.02,26.6,0.96,1.92,Silt,DAP
147,58,115,13.18,81.66,6.32,718.66,38.18,1.44,0.63,Loamy,NPK
29,65,18,30.89,43.71,7.44,467.98,46.32,0.95,1.83,Loamy,Urea
121,69,102,19.56,60.15,5.97,2858.67,34.09,0.41,2.15,Loamy,DAP
72,22,69,34.69,50.37,4.58,2644.87,36.28,0.87,1.23,Loamy,DAP
155,62,65,24.41,83.79,4.9,1314.2,16.95,0.71,0.81,Clay,Compost
94,59,97,27.42,72.29,6.48,1962.89,55.73,0.82,2.07,Silt,SSP
103,28,24,17.81,57.24,7.26,2759.63,56.44,0.46,1.87,Sandy,DAP
70,35,94,29.52,81.78,5.84,586.83,44.17,0.85,0.33,Silt,DAP
90,62,114,11.07,73.6,7.28,1981.54,10.88,0.4,2.03,Clay,MOP
127,66,97,32.46,78.53,7.29,2774.56,36.85,1.17,1.52,Loamy,MOP
25,47,16,14.9,88.65,7.32,2542.27,41.46,0.97,2.28,Clay,Urea
50,18,33,16.83,42.19,6.47,1003.96,59.73,0.3,0.65,Silt,Urea
159,55,66,10.03,42.15,8.16,2865.73,59.8,1.36,0.85,Sandy,Zinc Sulphate
120,13,96,19.4,63.39,6.46,768.86,52.88,1.0,1.68,Clay,DAP
68,80,73,21.65,61.96,6.3,784.01,13.19,0.61,1.5,Sandy,Compost
50,59,34,17.02,82.15,5.3,470.5,57.66,0.26,1.22,Clay,Urea
28,79,81,16.91,39.35,5.73,530.73,40.63,1.02,2.26,Sandy,Urea
135,14,43,36.79,55.5,4.67,2332.63,50.04,0.69,1.74,Sandy,DAP
134,79,108,19.79,61.67,7.03,972.42,30.36,1.38,2.16,Loamy,NPK
70,43,63,31.67,57.85,5.49,2633.56,25.98,0.25,0.54,Sandy,Compost
91,74,95,17.12,34.03,5.72,2601.29,33.16,0.25,2.21,Loamy,Urea
147,27,43,34.27,38.87,7.58,526.15,17.34,1.43,1.44,Silt,DAP
81,36,37,30.33,39.21,5.81,1690.58,27.85,1.45,0.2,Silt,DAP
77,19,10,32.69,65.76,5.47,2270.49,52.88,0.24,0.78,Loamy,DAP
89,11,117,23.19,55.73,5.18,2111.4,11.9,1.13,0.17,Loamy,DAP
27,70,46,36.39,40.69,7.6,490.28,17.54,0.49,1.42,Clay,Urea
82,31,39,21.22,74.2,5.02,1100.88,16.26,1.11,1.05,Clay,DAP
50,19,34,28.03,78.18,6.32,1913.53,30.15,1.33,2.96,Clay,Urea
107,68,69,29.2,42.61,6.53,1836.14,59.85,0.33,2.62,Silt,MOP
134,21,11,38.57,73.37,7.25,2479.27,18.67,0.51,2.49,Clay,DAP
60,72,37,14.04,33.82,7.03,357.02,17.27,0.23,1.55,Sandy,MOP
20,24,57,14.07,81.36,7.74,1545.0,55.75,0.26,2.44,Sandy,Urea
93,72,37,23.86,87.76,4.68,2577.06,54.1,0.24,0.87,Clay,MOP
52,74,96,37.54,39.35,5.69,2982.24,11.61,1.24,1.73,Sandy,Urea
127,47,111,10.65,77.17,5.62,559.79,47.59,0.59,1.24,Silt,Urea
56,15,33,18.29,35.84,5.08,2008.54,42.77,0.84,0.6,Sandy,Urea
143,15,108,18.51,87.68,5.66,203.73,48.39,1.22,0.31,Silt,DAP
76,47,81,19.15,57.12,5.74,1178.68,34.73,0.84,1.72,Loamy,NPK
30,57,109,10.74,62.12,6.59,1445.3,59.57,0.76,0.38,Loamy,Urea
103,24,27,34.77,75.83,7.15,1168.42,12.19,0.22,2.18,Loamy,DAP
66,81,29,10.27,44.93,6.02,1948.63,21.72,0.94,2.77,Loamy,MOP
108,38,77,24.33,53.93,7.38,243.06,29.83,0.36,0.57,Sandy,DAP
142,11,17,11.69,34.2,5.84,2743.12,32.49,1.19,1.47,Clay,DAP
151,84,99,33.96,66.88,5.66,1091.87,56.07,0.54,2.24,Sandy,DAP
102,82,65,32.4,77.96,6.66,621.01,38.0,1.08,0.93,Silt,DAP
96,25,70,31.65,81.11,4.59,1412.94,12.26,1.04,2.77,Sandy,DAP
159,67,48,32.09,62.18,4.82,1639.16,30.39,1.0,2.68,Sandy,Compost
147,43,93,38.21,75.95,6.17,345.65,30.82,0.55,0.4,Silt,NPK
85,52,27,22.5,38.99,8.27,2437.42,58.27,0.55,0.18,Loamy,MOP
74,33,106,35.85,74.6,7.39,2264.84,39.96,1.32,2.93,Loamy,DAP
86,34,68,15.53,30.27,4.85,1633.03,41.78,0.22,2.87,Loamy,DAP
23,50,27,23.54,41.69,7.89,720.7,45.66,0.44,1.32,Clay,Urea
37,42,107,10.27,68.08,7.43,2794.43,48.5,0.99,0.25,Silt,Urea
31,52,92,18.52,49.23,6.94,2423.69,41.75,1.26,1.89,Silt,Urea
54,26,51,23.74,54.64,7.78,854.4,21.86,0.67,0.95,Sandy,Urea
62,16,62,37.28,79.56,6.12,2260.76,53.7,1.05,2.82,Clay,DAP
97,68,42,19.51,64.27,5.39,483.82,46.61,0.92,2.4,Loamy,Compost
114,36,30,30.17,53.94,6.55,531.65,47.09,0.28,1.98,Clay,DAP
86,45,80,35.02,57.95,6.7,1444.85,59.83,1.01,0.93,Silt,MOP
83,28,69,19.8,80.91,6.65,2164.83,50.13,1.26,2.13,Silt,DAP
112,24,23,15.08,59.14,6.76,2768.44,51.46,1.49,0.94,Sandy,DAP
122,79,42,27.74,82.52,8.29,2918.77,57.57,0.24,0.21,Sandy,Zinc Sulphate
71,66,13,18.53,44.83,8.11,2137.34,17.56,1.06,1.57,Silt,MOP
36,78,52,29.57,62.03,8.0,2392.96,34.89,0.74,1.52,Loamy,Urea
52,62,11,14.04,52.14,7.71,1629.25,39.03,0.21,2.31,Loamy,Urea
91,78,49,14.55,65.48,8.27,356.56,26.46,1.0,2.61,Clay,Zinc Sulphate
100,11,59,30.28,64.53,4.89,550.82,51.97,0.36,1.13,Silt,DAP
64,27,104,39.21,64.28,5.56,2918.2,48.12,0.69,1.4,Silt,DAP
96,41,72,17.41,61.67,6.48,1300.4,46.04,0.54,1.46,Loamy,Zinc Sulphate
87,38,58,31.42,57.27,7.89,2361.24,59.86,0.67,1.04,Loamy,DAP
69,58,119,25.96,84.62,6.52,817.31,22.97,0.84,2.26,Silt,Compost
21,89,103,35.32,46.08,7.49,1692.15,46.77,0.67,1.61,Sandy,Urea
140,84,73,21.67,56.04,5.06,627.53,37.57,0.92,2.75,Silt,Compost
53,69,59,39.15,42.67,5.51,2464.44,25.65,0.51,1.99,Silt,Urea
35,37,19,12.47,49.94,7.43,670.58,18.03,1.03,0.71,Loamy,Urea
143,36,94,39.54,44.94,5.16,2176.62,54.79,1.31,0.58,Loamy,DAP
83,17,32,35.39,70.18,5.91,622.55,39.77,0.49,1.18,Sandy,DAP
84,81,46,35.99,72.46,5.56,2492.26,51.25,0.86,1.11,Sandy,Zinc Sulphate
32,32,81,35.27,46.6,5.9,1608.17,37.27,1.04,1.28,Clay,Urea
59,41,19,35.86,89.02,7.33,1354.8,21.0,0.93,0.63,Silt,Urea
86,24,34,34.45,47.05,5.97,1142.99,26.88,0.68,2.94,Loamy,DAP
33,77,42,36.99,79.7,6.72,2125.63,29.08,1.03,0.52,Sandy,Urea
139,49,26,23.82,47.56,4.9,446.55,58.65,0.24,1.99,Clay,MOP
139,66,33,38.18,54.79,7.72,2597.35,10.28,0.68,0.14,Clay,MOP
77,56,58,21.55,69.88,5.98,2331.48,59.28,0.89,1.28,Loamy,Zinc Sulphate
111,19,115,31.86,63.46,7.09,1244.25,59.02,0.23,1.0,Loamy,DAP
65,65,39,31.31,60.37,7.4,2937.38,59.81,0.86,1.21,Clay,MOP
109,61,74,34.63,77.65,5.34,2529.77,33.83,1.05,1.54,Sandy,Compost
145,72,90,32.15,72.46,8.04,958.3,58.19,1.19,1.84,Clay,Zinc Sulphate
129,60,37,11.06,84.85,6.96,2685.66,29.78,0.35,1.79,Silt,MOP
134,88,22,32.17,43.85,6.21,477.12,11.31,1.49,1.93,Silt,MOP
140,79,66,10.7,30.98,5.23,2130.8,21.22,0.99,2.55,Loamy,Compost
52,18,69,26.0,89.99,8.27,567.76,57.26,0.67,2.67,Sandy,Urea
65,50,19,35.17,47.0,7.52,2932.59,10.69,0.52,2.24,Sandy,MOP
101,49,74,34.89,32.58,5.33,339.16,37.3,0.94,0.33,Silt,Compost
144,25,93,35.24,44.84,5.85,851.73,13.78,1.35,2.89,Clay,DAP
73,34,16,28.07,70.13,7.74,1684.36,24.32,0.88,2.85,Loamy,DAP
85,19,69,15.51,65.29,7.28,1835.09,14.4,1.06,2.16,Clay,DAP
151,39,72,25.24,42.4,7.56,1636.16,52.98,0.67,1.6,Clay,DAP
73,18,105,25.49,41.17,6.26,2272.27,39.55,0.7,0.83,Clay,DAP
133,49,94,19.74,56.66,7.37,204.35,55.11,0.57,2.29,Sandy,MOP
23,66,35,22.72,30.81,6.05,1778.69,44.42,1.12,2.65,Silt,Urea
99,55,118,36.17,30.14,5.35,1921.87,58.55,0.67,2.03,Sandy,Compost
92,16,80,25.54,67.01,7.03,785.41,35.49,0.45,1.92,Silt,DAP
46,52,47,31.14,49.52,8.4,2045.58,41.94,0.68,0.66,Loamy,Urea
44,57,63,24.87,31.43,5.74,2031.15,38.82,1.31,1.14,Loamy,Urea
112,85,54,28.52,57.59,6.34,1684.43,34.21,1.16,2.2,Clay,Zinc Sulphate
99,66,113,12.78,86.13,7.2,926.01,52.3,0.64,0.15,Silt,Compost
111,26,67,37.94,45.29,6.67,1366.38,42.23,1.38,1.96,Silt,DAP
39,34,50,23.08,45.06,7.87,962.85,50.07,0.3,2.32,Silt,Urea
72,16,54,32.45,58.08,7.55,2355.23,49.32,0.26,1.07,Clay,DAP
102,64,100,30.01,38.91,4.73,1932.08,19.55,0.37,0.32,Clay,Compost
93,28,43,33.98,68.28,8.49,623.4,42.51,0.35,2.48,Loamy,DAP
149,41,85,11.05,80.36,7.51,1789.31,19.98,0.31,0.51,Sandy,NPK
22,41,85,38.06,41.67,7.96,2729.12,39.17,1.06,1.18,Silt,Urea
122,35,67,34.89,69.52,7.1,2531.84,43.87,0.98,2.15,Silt,DAP
85,81,88,35.01,83.28,7.93,2695.37,59.86,1.04,2.47,Sandy,Zinc Sulphate
128,31,93,24.01,84.18,4.95,2767.62,11.53,1.09,2.6,Silt,DAP
34,64,19,33.89,63.17,5.89,726.98,14.56,1.18,1.64,Clay,Urea
154,66,119,27.26,39.14,8.01,2214.97,13.85,0.47,1.48,Clay,Zinc Sulphate
147,17,99,25.1,69.55,5.31,2004.22,29.92,1.01,2.56,Silt,DAP
101,55,26,33.55,74.09,4.81,293.49,51.08,0.95,1.73,Clay,MOP
90,14,83,28.83,75.26,7.65,2378.98,52.2,1.43,1.78,Clay,DAP
60,21,70,12.31,86.06,7.84,780.14,46.85,0.5,1.36,Silt,DAP
145,36,20,19.44,66.92,5.15,2767.62,54.84,0.28,1.18,Loamy,DAP
142,20,26,28.66,57.97,7.92,2538.78,26.14,1.05,1.49,Sandy,DAP
52,45,84,37.11,60.15,7.25,2352.9,14.41,1.16,1.16,Clay,Urea
83,61,24,37.99,49.29,6.58,2151.0,12.91,0.57,1.1,Loamy,MOP
153,11,13,35.17,33.44,7.82,1516.23,52.61,0.94,2.98,Clay,DAP
82,83,98,17.63,73.05,6.18,2433.96,46.52,0.28,1.08,Clay,Zinc Sulphate
145,80,109,24.2,31.19,5.28,2493.85,44.93,1.45,0.84,Sandy,Compost
27,21,62,23.0,33.85,5.64,475.75,26.98,0.34,1.13,Clay,Urea
112,64,56,23.16,50.05,6.52,1126.96,29.0,0.29,1.81,Sandy,Zinc Sulphate
47,89,104,11.49,85.86,6.63,1086.63,57.91,0.26,2.74,Sandy,Urea
72,40,55,15.21,58.99,7.72,548.93,13.19,0.76,2.38,Sandy,DAP
139,41,38,14.6,42.91,7.67,2932.21,48.69,0.33,2.54,Loamy,MOP
143,73,40,28.52,83.82,6.83,1834.06,25.48,1.17,2.59,Silt,DAP
74,68,82,22.35,64.3,7.62,1851.43,11.95,1.37,2.77,Loamy,NPK
73,34,57,19.73,52.19,5.27,1270.88,47.13,0.54,0.78,Silt,DAP
80,78,65,23.32,72.94,4.7,2352.32,26.55,1.02,1.43,Silt,Compost
116,77,74,19.73,56.47,7.99,1531.82,46.11,0.26,1.22,Sandy,Zinc Sulphate
73,53,12,32.72,73.8,4.8,2278.29,45.38,0.7,1.21,Clay,MOP
48,52,13,15.01,43.1,5.49,2658.44,36.74,0.58,1.99,Sandy,Urea
100,24,28,11.68,39.01,7.28,2039.39,48.87,0.5,1.27,Clay,DAP
128,22,50,29.52,57.66,6.14,1944.75,39.05,1.04,1.89,Silt,DAP
46,78,31,16.92,49.18,8.01,2403.37,24.33,0.37,1.21,Sandy,Urea
134,79,81,29.3,66.31,5.69,1608.43,46.71,1.32,1.0,Clay,NPK
159,54,34,11.76,77.33,4.55,2472.6,39.46,1.06,1.12,Loamy,MOP
145,34,13,17.41,84.09,5.7,459.0,10.64,1.12,2.43,Clay,DAP
42,34,118,14.62,75.63,6.81,877.4,55.08,1.42,1.84,Sandy,Urea
69,19,62,18.72,50.5,6.0,2788.87,37.28,1.43,2.92,Loamy,DAP
94,71,60,19.87,73.64,6.64,679.34,53.43,0.92,2.51,Clay,NPK
107,21,87,24.86,61.79,8.01,1468.58,54.14,0.84,1.51,Clay,DAP
78,76,14,25.6,84.36,8.15,1546.02,32.25,0.64,0.8,Clay,MOP
28,38,59,28.9,72.41,5.56,1369.05,35.38,1.13,2.05,Clay,Urea
52,52,59,19.95,39.01,6.35,2627.35,30.79,0.9,2.21,Clay,Urea
89,46,68,25.96,34.69,6.7,2299.26,32.47,1.41,1.45,Loamy,MOP
25,78,102,39.7,62.63,8.3,2468.58,54.76,0.51,0.77,Silt,Urea
151,20,30,16.32,51.9,8.49,2975.63,49.41,0.6,1.72,Loamy,DAP
22,49,88,14.58,40.09,5.44,2929.5,16.33,0.61,0.84,Loamy,Urea
45,72,32,35.28,77.86,7.41,2697.89,40.52,1.25,2.83,Loamy,Urea
53,31,90,22.31,52.53,6.01,1783.77,59.8,0.33,1.92,Silt,Urea
66,24,12,35.41,35.16,4.53,1043.65,39.78,0.79,0.95,Sandy,DAP
155,18,106,22.74,45.74,4.54,2226.37,49.29,0.76,0.73,Silt,DAP
95,79,59,10.65,70.61,6.34,2857.97,48.45,0.3,2.18,Loamy,SSP
155,73,63,21.25,68.88,6.45,2972.64,27.52,0.73,2.15,Clay,Zinc Sulphate
51,15,100,28.3,45.75,4.59,1917.03,28.59,0.87,1.83,Clay,Urea
40,52,25,23.43,50.47,7.25,2162.25,46.2,0.28,1.88,Loamy,Urea
110,29,15,23.78,32.99,5.68,980.44,35.0,0.86,1.85,Clay,DAP
108,52,50,39.95,87.2,6.74,764.41,38.53,1.45,1.14,Loamy,SSP
90,71,63,26.32,49.63,5.7,1988.75,45.65,1.47,2.82,Clay,Urea
61,76,19,30.91,85.76,5.17,830.39,48.88,0.89,1.49,Silt,MOP
54,61,38,31.63,78.83,6.13,1306.97,23.58,0.87,0.16,Sandy,Urea
149,83,68,10.01,50.11,5.43,1579.21,17.34,0.57,1.11,Sandy,Compost
125,35,90,26.57,71.65,6.64,2811.55,24.59,1.5,0.48,Silt,DAP
95,40,112,38.89,58.42,5.3,2937.16,35.38,0.56,1.15,Silt,Compost
71,64,55,32.52,88.6,6.53,891.89,27.11,0.79,1.86,Loamy,MOP
36,77,87,20.21,68.31,5.13,569.55,38.42,0.2,0.17,Loamy,Urea
105,66,21,20.94,61.14,7.18,829.67,12.67,0.65,2.62,Loamy,MOP
28,33,111,19.11,68.28,7.52,1652.89,35.49,0.29,1.87,Clay,Urea
22,74,38,28.91,43.21,4.94,2392.16,28.4,1.17,0.96,Loamy,Urea
41,35,87,12.92,48.38,6.37,1661.57,36.73,0.93,1.0,Silt,Urea
55,58,81,18.7,72.76,4.78,2812.78,31.13,0.94,1.45,Sandy,Urea
37,47,58,24.95,35.02,6.89,1984.76,24.21,0.57,0.82,Clay,Urea
100,45,113,26.06,48.16,5.56,1554.23,55.21,1.26,0.11,Loamy,NPK
46,63,49,28.22,67.17,6.61,2356.82,19.24,0.2,0.18,Clay,Urea
137,18,90,33.92,89.74,6.57,2870.36,44.07,0.63,1.14,Clay,DAP
115,51,52,14.9,85.54,8.2,1132.84,56.23,1.06,0.46,Loamy,Zinc Sulphate
36,33,112,16.75,79.93,6.7,970.0,36.93,1.38,0.16,Clay,Urea
80,49,96,36.17,60.05,6.83,797.39,53.82,0.51,2.59,Sandy,NPK
36,17,16,34.93,78.28,6.11,1699.81,16.24,0.9,0.89,Silt,Urea
67,63,21,34.65,63.54,8.3,1511.06,34.69,0.9,1.56,Silt,MOP
35,20,89,16.26,57.51,7.61,892.2,32.85,1.34,0.62,Sandy,Urea
46,86,22,11.75,43.41,5.64,2220.66,10.41,0.27,0.24,Clay,Urea
33,65,70,25.7,87.06,7.88,1033.14,32.16,0.75,2.26,Loamy,Urea
111,38,56,36.1,65.89,6.23,2318.26,28.45,0.44,0.46,Clay,DAP
130,51,28,17.13,70.52,7.81,2548.89,43.49,0.23,0.17,Sandy,MOP
135,15,12,37.13,38.46,7.79,2625.28,56.92,0.39,1.8,Clay,DAP
136,12,116,14.25,55.85,5.26,610.1,14.29,1.47,0.14,Silt,DAP
69,83,81,18.94,87.88,7.3,1056.63,26.37,0.48,1.37,Clay,Compost
48,74,49,18.95,75.46,5.66,1667.65,32.2,1.42,0.94,Sandy,Urea
47,21,21,14.53,82.97,5.69,2567.64,32.76,0.47,1.03,Silt,Urea
65,45,40,36.18,53.75,5.69,1322.96,48.74,1.41,0.11,Clay,NPK
79,65,44,22.38,33.99,7.4,2047.63,32.17,1.05,2.9,Clay,SSP
118,61,93,15.72,51.09,5.42,1472.75,11.36,0.35,1.6,Silt,Compost
71,41,101,14.42,52.56,4.5,282.92,45.51,0.96,1.76,Loamy,Compost
87,65,75,22.63,48.07,7.36,1085.77,54.24,0.61,2.03,Silt,MOP
81,20,36,10.52,61.6,5.18,2318.82,35.7,0.7,2.41,Loamy,DAP
123,10,12,13.63,41.53,4.92,2244.82,39.06,0.77,1.86,Sandy,DAP
158,15,57,10.11,86.26,5.45,2674.26,18.15,0.75,2.31,Sandy,DAP
139,88,30,10.73,84.45,6.02,1860.08,21.03,1.06,1.4,Silt,MOP
56,83,61,39.92,45.7,6.4,2346.03,21.76,1.2,1.18,Silt,Urea
143,33,16,23.47,69.09,4.68,1362.46,31.54,0.63,2.49,Sandy,DAP
41,81,60,31.87,60.07,8.38,1179.16,56.41,1.4,2.61,Loamy,Urea
40,33,106,32.11,45.0,7.36,1151.55,36.09,1.42,0.5,Sandy,Urea
55,86,54,36.41,83.83,5.79,645.32,19.6,0.25,1.67,Silt,Urea
151,18,55,13.11,43.86,5.77,1425.8,23.3,0.22,2.08,Sandy,DAP
153,68,42,25.77,67.48,6.29,2469.99,29.2,0.75,0.34,Silt,DAP
104,79,45,19.65,50.12,7.0,234.01,41.16,0.97,2.8,Silt,MOP
57,32,26,26.45,79.57,5.09,1809.69,32.0,0.56,1.61,Sandy,Urea
98,26,15,19.96,67.22,5.26,684.09,29.62,0.54,1.97,Loamy,DAP
152,34,30,15.51,79.96,7.94,2283.7,38.24,1.08,0.62,Clay,DAP
43,47,47,30.18,50.86,5.53,592.6,22.09,0.98,0.87,Sandy,Urea
37,12,43,11.15,30.67,6.02,659.33,13.95,0.42,0.45,Clay,Urea
112,76,58,36.86,43.3,7.99,319.32,11.22,1.35,0.87,Sandy,Zinc Sulphate
90,23,70,14.39,78.86,7.15,1439.48,22.56,1.08,1.53,Clay,DAP
121,19,67,28.45,49.01,5.87,2013.14,14.58,0.67,2.52,Loamy,DAP
109,75,85,32.63,49.18,7.23,1008.61,26.82,1.09,1.65,Loamy,NPK
91,80,21,12.19,56.98,4.58,315.86,48.65,0.35,0.81,Sandy,MOP
108,23,27,37.1,46.48,7.44,2811.41,45.81,0.81,0.23,Silt,DAP
107,19,71,20.69,78.43,6.45,2609.45,40.55,0.42,1.9,Clay,DAP
152,58,15,39.9,49.3,7.75,1495.88,52.63,0.25,1.32,Silt,MOP
23,71,86,12.06,66.24,8.32,2505.18,24.1,0.64,2.95,Silt,Urea
156,57,104,31.5,57.06,8.2,2443.26,54.25,0.4,2.36,Silt,Zinc Sulphate
74,12,98,14.82,47.24,8.14,1772.54,29.96,1.02,2.44,Loamy,DAP
52,56,57,22.08,45.92,6.55,1675.09,30.04,1.08,0.14,Sandy,Urea
